Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097277268,0.194056515,0.386913951,0.578329976,1.34430775,3.82565642,5.714987841,11.38200494,22.66874615,30.59204065,39.17243086,42.95752472,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,89.81001339,92.26001172,94.6297,95.99,96.33050162,96.96778525,97.09936216,97.31920437,98.04643475,96.54914573,
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.017233601,0.074987053,0.142687565,0.233914189,1.104743874,3.704692356,4.429390697,6.823725733,7.898392937,8.865553461,11.48319778,14.84492837,17.66,20.82,27.72,31.4,38.0,42.32,45.9,49.58,54.21576634,63.87086474,67.57124533,74.82204836,75.8,76.9,
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.000360674,0.001768954,0.001738533,0.010268463,0.020238555,0.199523843,0.491705679,0.646114017,1.59164126,2.195359731,4.634475088,5.843942092,7.375984956,9.451190626,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.94552688,47.69105515,49.03846808,57.9,62.9,
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7870548891232494e-06,2.3480398211284397e-05,0.000874958082592535,0.003637682409168801,0.011840086109979019,0.03362757772594397,0.0940977216703898,0.32318177871606024,0.8524572936438591,1.8938646756808308,2.7780070963386496,4.405277329796965,5.759874230064054,6.8796173752863545,8.313006025251205,10.168018893493178,14.38495550897161,19.272508553214916,23.78898317116029,28.979780162475794,32.404279455906206,35.75584724882806,38.32346660559861,41.21937914471336,44.152904123493975,47.67554632751791,50.06713439735793,55.73529560751832,60.55893543109866,66.5919627066461,
Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024285830931071353,0.0009592078781956548,0.0023569583607503234,0.005449399696949346,0.011410465497018765,0.0403776685826791,0.08019447351046438,0.16257196418342099,0.3420023386896177,0.6105151810762891,1.2272611927978878,1.6820550219801462,2.828285848200336,3.395432028686926,4.201648123743419,4.87393456483857,5.752670954326334,7.31451993399859,8.473965875895487,9.664196844318527,12.792857024436158,15.363553466127648,17.107762307925825,18.999340229019076,21.465852308676208,24.470043850233953,27.169906062625966,30.44538957350163,33.20463021833551,39.68158354283314,48.299863805901055,
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007210874579487871,0.014867534036271597,0.031197618283016367,0.062183679879623,0.10777662101980692,0.1930668785600031,0.4675369112947763,1.0836855834196066,1.8854146835516918,3.417878197693985,5.609240705287042,7.278347750839701,9.030170469627484,10.578619291683992,12.628152815463544,14.686472702308263,16.637498452627487,20.790457474446352,25.28549311715205,29.55066234895739,34.270505045005386,37.4022600485803,40.45217470002256,43.31155929720885,46.09100199621054,48.87998913504316,52.24225034927816,54.37322850409247,59.51553838559107,63.940296458581564,69.2180870648183,
Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00028020653315793026,0.0070994949936998815,0.03291030138129305,0.085227058937072,0.18632604060474092,0.3557472889226765,0.5760114538094071,1.0057537792128775,1.8698513753565624,2.777018540586879,4.916847189772016,7.198849247597444,10.44455732436368,11.890582988792467,14.417672617280774,19.88802844737397,25.34953006774589,32.07451722836917,37.64109092663861,43.95397939448541,49.77444264889724,52.90355739615329,56.97857206044739,58.856163886513635,62.545291918383725,66.34070096756014,72.67895289964251,76.78713197094605,80.18968190172957,
Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0480578365396327,0.10197496792366528,0.1809082445435107,0.28038319574825465,0.5259009064129954,0.993127406108802,1.8414296318944265,3.3551697682561064,5.43118078239689,9.225803893233003,13.156256190332364,16.380338715818635,23.007133579308547,28.30975790737966,32.29573149896593,35.16140065218186,38.03142573926721,43.6371685427888,48.18250212770903,52.76033173413652,57.08757978658573,60.27293127611067,63.95801222782957,66.31938858467886,68.98341635609546,70.01831428162257,72.39662256080582,74.52881665972681,78.92040673977658,81.82335108928393,83.88905328713646,
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.005118035,0.016400751,0.034833586,0.043833641,0.086161276,0.110217959,0.125272771,0.823371634,1.462188536,2.670443674,4.260796915,4.460228345,4.834442638,5.994255161,7.2,10.8,18.8,24.6,29.03,31.36680836,35.13514645,40.27912194,45.59039067,48.94043379,54.06292473,55.8,57.5,61.6,64.6,
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.000975791,0.00638327,0.031319638,0.061466899,0.090480245,0.147987377,0.290445278,0.641265038,0.838945611,2.719999715,4.037885107,11.92,12.75,13.66,16.03,18.01,20.0,21.6,25.6,26.4,29.4,33.89460391,37.81938343,41.24806709,44.95020425,46.92433677,57.2828664,71.91420097,
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07253365939674729,0.16017302081543627,0.31115803768550127,0.45929104066875465,0.8291543977635337,1.66765007108948,2.880524164426427,5.097867571112687,8.004288292777092,15.19856262891025,22.466023090270962,27.307648586002404,35.0831858267351,42.008881987732344,47.37316244219045,51.153709399107925,54.84001904827359,61.3114585140586,64.79549135876886,67.10514392074685,71.02689649508334,72.01351297936576,74.11892682452398,75.85040857435274,77.08923661196816,77.47168696387439,77.9684265346935,79.64010814306774,82.98396014636779,84.82612003986222,85.2618932183977,
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009017718,0.008774236,0.025495028,0.136711941,0.157815289,0.227090138,,,,,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,1.083733116,1.17711872,1.30890698,,,,
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012873564,0.025686194,0.076845453,0.127689668,0.280069738,0.380800728,1.331847404,2.803319625,4.361892394,7.085039678,13.62496081,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.08999939,69.80999994,71.635,76.19,78.68963187,80.56133294,84.6022457,86.10723553,90.71866533,93.20564892,
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.065484797,0.300711282,1.159750913,2.778968489,3.525111129,5.706276548,10.79603483,14.50089724,28.57695381,31.52748977,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.38992593,80.0043,84.24152803,88.4097035,87.24023275,88.10245687,89.35700777,90.2289282,89.05828666,
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.75e-05,0.001703448,0.00496672,0.009663517,0.012541599,0.015263767,0.037162381,0.072402262,0.105811659,0.155334521,0.219659819,0.310592657,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.85517556,15.36692386,18.61805145,20.0,22.0,24.0,
European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06672237269310247,0.14518374584249205,0.2718393598699862,0.415061288233737,0.7851992029521139,1.5146894217204048,2.624622872338308,4.802360845230988,7.6930323792415205,13.627860440886886,19.647168900824518,24.138993449168005,32.128263063613375,38.607794645750594,44.18730739858206,48.301943657072,52.550204964880535,58.249104962431396,62.25009477155878,64.99283521612938,68.69564214687313,69.66177789142202,71.85745130724918,73.61036925199402,75.18550450948354,75.65441582616069,76.89717496154961,78.6838126546675,81.73837314104361,83.84421328622025,84.74347989790722,
Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005344224193259466,0.001827077356024636,0.0025446676377680042,0.006363173454742347,0.019944611434076966,0.0443212704450916,0.117595834149731,0.22250646869951304,0.3323129842291299,0.3777735771267539,0.6683509511284832,0.9171594071729933,1.3059056471902404,2.305666771636239,3.2318981471553423,4.395938832549139,4.985349417662403,6.250662756131404,7.952578594220083,9.166871098121643,10.975457650282696,12.86739568861189,15.055827274169804,17.731080478037555,20.189842594267216,23.14980163470693,25.530252341444076,28.231744434168647,28.41175611609152,
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40108767,1.397439332,1.88687977,2.568461349,4.915098554,13.90030389,16.78007526,19.4586828,25.45252493,32.29509229,37.24846174,43.10536335,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.70999491,89.87999797,91.5144,86.53039275,86.42213333,87.70364996,87.46892907,88.88996,89.60738511,92.17,
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.006678447,0.007907399,0.009115343,0.064437142,0.223454842,0.633167865,0.942462063,1.496854734,1.857978594,6.1526497,6.725434738,7.412943485,8.453636634,9.6000384,10.89783105,13.0,17.0,20.0,28.0,33.74235675,35.2,37.4,42.5,49.42,65.78,68.9,,,
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052777862,0.140113895,0.279049463,0.590619383,0.899867425,1.637947245,2.584033979,4.255003872,6.319778722,9.125317889,14.30792394,26.32590355,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.81999899,81.44,81.9198,83.75,78.00603771,79.26981132,80.50245972,82.04318678,83.33974409,84.8,
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.318786811,4.601297566,11.33786848,22.29753835,32.91639236,43.24698352,53.29922183,58.91264097,66.53359947,67.90263174,69.35944512,75.98,75.57,75.18,75.2,80.7321728,85.33518924,90.0,93.3,94.2,95.10868167,97.58195894,,,,
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.278037795,0.570676845,1.858718785,2.797594069,3.734862137,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20.0,22.8,25.974423,27.8,29.65,31.50108128,33.35216255,35.30405287,,,,
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047999009,0.17012488,0.249009564,1.216140618,1.347620222,1.939530106,2.659586594,2.9790698,4.89326475,5.489200803,5.767004576,7.5,9.5,13.0,18.0,24.0,30.53803344,38.07120929,45.78453653,48.05227375,50.32012015,59.6,61.0,62.0,
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087355319,0.174230922,0.260615159,0.519762001,1.036609166,1.895168284,4.123650336,7.385398957,13.6699831,21.29363827,26.82175435,33.48109487,56.48,64.82,65.61,70.0,68.82,75.09,78.39,83.56,85.0,85.37999855,87.47999842,89.8441,91.61,92.00029987,94.77580063,90.42455049,90.69200899,92.51662855,94.81820132,
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.011836885,0.040065419,0.060930333,0.102830957,0.416343567,0.484746299,0.992344436,1.58787563,2.558816481,3.886221354,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,44.0,47.56975964,58.45928961,59.7055046,62.7179082,68.84670565,72.53158402,
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.000347918,0.005648763,0.027537542,0.032240443,0.104895466,0.153615298,0.20000806,0.830284034,1.193057911,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9.0,10.6,15.0,19.0,23.0,28.0,37.88415262,43.0,53.0,58.0,
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2.662907268,4.183794329,5.936978297,19.13163812,21.17110944,23.67023975,28.32577979,32.88608261,39.07013088,45.29864751,51.61,58.0,65.07,65.0,65.0,65.017,,,,94.44447158,,,,,
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.000138318,0.000668589,0.001948942,0.003803109,0.006203369,0.060808919,0.095424924,0.175541868,0.402022749,0.450960371,0.508819332,0.542254181,0.637492123,0.780025279,0.92,0.94,1.0,2.0,3.1,4.5,6.4,9.2,13.1,18.7,21.83002304,23.0,26.0,
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.009217541,0.03550736,0.051311347,0.206094461,0.715827015,0.921794919,1.336791166,1.796779883,2.436781193,3.308003478,3.799001139,5.237691158,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14.0,15.56,18.2,21.4,25.1,32.6,34.5,36.5,
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.016389063,0.024060421,0.117702448,0.230103171,0.299569145,1.022993234,1.354197478,1.808142203,1.901365316,2.057196705,2.206302237,2.354888711,2.303280592,2.45,2.672,2.893990621,3.1,3.32,6.1,13.8,14.8,15.7,19.4,22.9,
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.041462292,0.094423774,0.097415945,0.132354665,0.165260423,0.321197997,0.520524272,0.843930285,1.149789671,1.279193596,1.557123059,1.82,2.13,6.0,11.5,13.94318219,16.4,18.86,21.3199999,23.7799999,26.239999,,,,
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.048788803,0.048291602,0.191062242,0.378174312,0.749616477,1.395360779,1.849634688,3.221821786,6.877292144,9.138837308,10.93502581,14.67,17.8,21.42,24.0,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21,66.83495949,69.08791547,69.89297065,72.23837339,75.67120669,78.11584474,
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298032982,0.990883868,1.484854484,2.473166147,4.063907991,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27.0,30.0,32.0,35.0,51.6,52.5,53.3,54.2,55.1,56.0,56.9,
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.064712121,0.053940342,1.796719191,7.954504682,14.65444717,21.60261331,31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.7034045,59.36168727,61.07,62.82,62.83,63.0,64.0,64.8960101,65.8,66.7,67.60044348,68.50087368,69.48246178,,,,
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.002998005,0.019534871,0.095476021,0.466590444,0.592652945,0.712332905,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16.0,19.7,23.4,28.80594156,34.50932609,37.9,41.5,44.40104984,49.97,
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.34845391,0.659530909,1.356106888,2.344571647,4.50128419,8.497176323,16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27,73.13999995,77.00999989,80.50546556,,,,
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.065854115,0.131828033,0.26408811,0.4,0.6,1.0,1.5,2.4,3.7,5.7,8.9,13.8,18.2,23.9,29.9,30.0,30.5,31.0,32.0,34.0,35.66,37.32583679,,,,
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2543630369719939,0.41148526122320933,0.6541161046566423,0.9321928274499984,1.87908140857217,3.5301470174908887,6.492213454783608,10.254858489718094,15.443695711668074,22.310746191992195,29.93519158853687,35.90892378784166,44.1987306274432,48.87979225762482,54.09019994390476,57.858792446529606,60.59586327122625,65.9717670229733,68.14191011686104,69.45772188618292,71.5853931694477,72.14159626629166,74.88504397880821,76.29465744719496,77.9792163532179,79.4386776238334,83.769703071032,85.33294643915859,87.12906287122276,88.71080515884891,89.55406102957865,
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.120955444,0.849527883,1.334568031,2.784198266,3.218635643,4.748838672,10.51875705,14.54597958,21.23068197,27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72.0,72.2,72.9,74.2,79.86627043,84.94835296,87.47941467,89.41594465,90.50739533,91.74340039,92.41313602,
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.036775252,0.043711246,0.170996468,0.301247214,0.573575476,1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,23.0,27.1,29.5,31.7,36.0,39.38835219,42.05,
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0002993130623644541,0.0024695483102904377,0.00877794311119171,0.024006306670916577,0.04398173060475358,0.10099660022447826,0.1642025308035989,0.23945434334752413,0.39756687593371026,0.6090132866989963,0.9009764352209056,1.1867674747209922,1.5081923084145343,2.3652950245493507,2.2168249464737237,2.7280438404001357,3.390149818905791,3.99455899752217,4.976515764913623,6.028407561272683,7.8961319958668605,10.557951361680704,13.168519495300078,16.506617303875814,20.190199306099963,22.569999843164148,25.044779832074067,
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.097213389,0.268318997,0.51402859,0.858982368,1.729609312,3.273220279,4.405359119,6.644882544,11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57,69.84503592,72.69726967,67.09619204,75.29462599,79.07978368,78.32093274,
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.007484253,,0.023999477,0.070658478,0.231270715,0.340832326,0.893432988,1.647358346,5.401261908,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9.0,9.8,10.6,11.4,14.2,22.8,27.2,32.47362713,33.3,34.5,
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00338263,0.048353421,0.193414395,0.483580975,0.677486054,0.969239536,1.942449872,3.894643278,5.857840749,6.999676351,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61.0,62.0,65.0,68.01998789,70.57999815,72.6439,75.65319745,72.83473703,79.25941213,76.75054712,76.07436064,80.37169361,84.77115202,
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00047819616458107686,0.0022515773664441886,0.0065827212626879605,0.017943908366674362,0.049308586286216365,0.10985397698204111,0.21752098757495725,0.4920123846534728,0.9658362932182287,1.8656543035724658,2.682844434366439,4.486887469390923,5.767441543360074,7.378439977018898,8.680222091419601,10.518488723248202,13.732057554487021,17.169717061934907,20.785606249940187,25.07285754778233,28.66719287425725,31.676993346077907,34.133005964289005,36.37723189190877,39.18590774443644,42.213124904871286,44.9869425042091,48.729563366738944,54.72748460451394,62.713225438483185,
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00038575419049502777,0.00181206831516099,0.005285691565429275,0.014400048326312498,0.03955840722162879,0.09310318262504509,0.17931191135656616,0.4020132568836598,0.7809661767899946,1.5603721793806962,2.189108701689596,3.670504233090633,4.783136634481337,6.121209584275163,7.235907213619491,8.859077254439855,11.445544522067935,14.22646760262843,17.15792045489511,20.70459747051941,23.59418857863937,26.118355602564634,28.25075451162487,30.53076619319876,33.17308307954396,35.89687177832284,38.607105503650985,42.399347043352535,47.58328540666889,54.43219285314086,
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.592457977900947e-06,0.000158516452281143,0.0008763326186032445,0.005934767600215268,0.018228361008519878,0.03498750428377724,0.07369152021403697,0.1556125836527202,0.37336867043230754,0.7092301663001158,1.2688558459856623,1.6798164863704768,2.178579051559692,2.876621829719264,3.6657718296900064,4.062911270678452,4.792224696574014,5.866741109781506,6.7311271423243415,7.866268846232371,9.310254969078702,11.864546476858166,14.243044948992813,16.77211684823676,19.570477753738913,22.554509609056932,25.1495787692679,28.13114507898887,
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.6717453337404202e-05,8.284019972905265e-05,0.0008272104104755844,0.0072118820122073395,0.025469938956494874,0.04330185950210204,0.07669870621202009,,0.7187622202143288,1.4163134534112596,2.7254752542609992,3.5080135555565675,4.444492545516198,5.477430754849807,6.23309439133491,6.963127591518655,7.93291514109449,9.351859771025108,10.593066584846794,12.164740655124078,14.25430821341651,16.53199397198287,18.91860562728719,20.286748502893236,22.11053414868762,25.35513713336458,27.996917197999686,32.86807115582349,
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.001059744,0.026109477,0.056623989,0.194910264,0.255306646,0.444415936,0.925563864,2.018613859,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14,22.0627426,25.4473537,32.33580625,39.90463864,47.69064898,53.72649449,
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.00019652794048900438,0.00090099705074049,,0.014039886592567432,0.030325097991852592,0.07213767358150519,0.1339681967468786,0.20018917356389987,0.35422203260013546,0.535937649109822,0.7607587454145763,1.0354073780059476,1.4818685136642875,2.3796944871019057,2.535353114847721,3.1359507447154886,4.000151319276469,4.688205988858044,5.588383596701583,6.7148525383030515,9.410614719467441,11.78193973628902,14.991841862554452,18.285542638311718,21.033867972445982,23.563967927975188,25.349590084068247,
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.000111308,0.000218176,0.001069562,0.026228879,0.046333977,0.070767849,0.139027329,0.273224277,0.52753245,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,11.1,12.3,13.5,14.9,16.5,18.2,20.08130004,29.4,43.0,
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.056796044,0.169686377,0.281141005,0.558377222,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,83.49172234,83.49479167,83.5,84.11400706,87.00014011,87.00005524,91.99989097,
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.000408332,0.004179752,0.01582608,0.046756094,0.099815221,0.378569095,0.93419002,1.484221332,4.626175115,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19.0,22.73,29.95,39.35,45.33497615,53.22677167,64.04397362,70.200565,77.77083846,84.11087002,
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,0.5,0.6,0.9,0.9,0.952344244,0.93,1.0,1.06,2.5,5.0,7.1,9.2,13.21,16.8,37.67,41.94,43.3,60.0,,
